"STNID","NAME","CTRY","COUNTRY_NAME","ISO2C","ISO3C","STATE","LATITUDE","LONGITUDE","ELEVATION","BEGIN","END","YEARMODA","YEAR","MONTH","DAY","YDAY","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","I_FOG","I_RAIN_DRIZZLE","I_SNOW_ICE","I_HAIL","I_THUNDER","I_TORNADO_FUNNEL","EA","ES","RH"
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-03-24,2023,3,24,83,6.7,24,-1.6,24,NA,0,NA,0,9.8,24,6,24,15.4,20.6,16,"*",1,"*",0,"I",NA,0,0,0,0,0,0,0.5,1,55.5
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-03-25,2023,3,25,84,4.5,24,-0.7,24,NA,0,NA,0,9.8,24,2.5,24,6.2,NA,8,"*",1,"*",0,"I",NA,0,0,0,0,0,0,0.6,0.8,69
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-03-26,2023,3,26,85,6.3,24,4.4,24,NA,0,NA,0,7.7,24,5.4,24,10.8,16,8,"*",5,"*",NA,NA,NA,0,1,0,0,0,0,0.8,1,87.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-03-27,2023,3,27,86,4.9,24,-3.6,24,NA,0,NA,0,10,24,5.7,24,13.9,20.1,10,"*",0,"*",0,"I",NA,0,0,0,0,0,0,0.5,0.9,54.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-03-28,2023,3,28,87,5,24,-2.2,24,NA,0,NA,0,10,24,2.5,24,6.7,NA,10,"*",0,"*",0,"I",NA,0,0,0,0,0,0,0.5,0.9,59.7
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-03-29,2023,3,29,88,5.6,24,-1.9,24,NA,0,NA,0,10,24,2.7,24,6.2,NA,11,"*",1,"*",0,"I",NA,0,0,0,0,0,0,0.5,0.9,58.5
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-03-30,2023,3,30,89,7.7,24,-0.2,24,NA,0,NA,0,10,24,3.3,24,7.2,NA,13,"*",1,"*",0,"I",NA,0,0,0,0,0,0,0.6,1,57.4
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-03-31,2023,3,31,90,9.8,24,0.4,24,NA,0,NA,0,10,24,4.4,24,8.2,13.4,17,"*",4,"*",NA,NA,NA,0,1,0,0,0,0,0.6,1.2,52
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-01,2023,4,1,91,7.9,24,-1.1,24,NA,0,NA,0,10,24,4,24,7.2,NA,13,"*",3,"*",0,"I",NA,0,0,0,0,0,0,0.6,1.1,53
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-02,2023,4,2,92,4.1,24,0.2,24,NA,0,NA,0,10,24,2.6,24,6.2,NA,8,"*",-2,"*",0,"I",NA,0,0,0,0,0,0,0.6,0.8,75.7
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-03,2023,4,3,93,6.4,24,0.2,24,NA,0,NA,0,10,24,2.4,24,4.6,NA,12,"*",0,"*",0,"I",NA,0,0,0,0,0,0,0.6,1,64.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-04,2023,4,4,94,11.3,24,-1.4,24,NA,0,NA,0,10,24,1.8,24,5.7,NA,19,"*",4,"*",0,"I",NA,0,0,0,0,0,0,0.6,1.3,41.3
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-05,2023,4,5,95,12.6,24,2.5,24,NA,0,NA,0,9.7,24,2.3,24,5.1,NA,18,"*",9,"*",NA,NA,NA,0,1,0,0,0,0,0.7,1.5,50.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-06,2023,4,6,96,16.1,24,10.1,24,NA,0,NA,0,10,24,4.3,24,7.7,12.9,19,"*",13,"*",NA,NA,NA,0,1,0,0,0,0,1.2,1.8,67.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-07,2023,4,7,97,11.4,24,9.6,24,NA,0,NA,0,9,24,3.3,24,7.2,NA,17,"*",8,"*",NA,NA,NA,0,1,0,0,0,0,1.2,1.3,88.7
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-08,2023,4,8,98,6.7,24,1.3,24,NA,0,NA,0,10,24,4.3,24,13.4,17,12,"*",3,"*",NA,NA,NA,0,1,1,0,0,0,0.7,1,68.4
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-09,2023,4,9,99,5.9,24,-1.3,24,NA,0,NA,0,10,24,6.8,24,13.4,21.1,11,"*",1,"*",NA,NA,NA,0,1,0,0,0,0,0.6,0.9,59.9
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-10,2023,4,10,100,13.9,24,1.2,24,NA,0,NA,0,10,24,5.8,24,10.8,16,18,"*",11,"*",0,"I",NA,0,0,0,0,0,0,0.7,1.6,42
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-11,2023,4,11,101,17.2,23,3.5,23,NA,0,NA,0,10,23,5.2,23,10.3,14.9,21,"*",10,"*",NA,NA,NA,0,1,0,0,0,0,0.8,2,40.1
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-12,2023,4,12,102,8.1,24,-3.4,24,NA,0,NA,0,7.7,24,4.9,24,10.8,16,13,"*",4,"*",NA,NA,NA,0,1,0,0,0,0,0.5,1.1,44.1
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-13,2023,4,13,103,13.3,24,-2.9,24,NA,0,NA,0,10,24,8.3,24,12.9,19.6,16,"*",11,"*",0,"I",NA,0,0,0,0,0,0,0.5,1.5,32.4
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-14,2023,4,14,104,12.5,24,3.8,24,NA,0,NA,0,8.9,24,6.2,24,14.9,20.1,19,"*",7,"*",0,"I",NA,0,0,0,0,0,0,0.8,1.4,55.4
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-15,2023,4,15,105,8.3,24,4.1,24,NA,0,NA,0,6.6,24,4.5,24,8.8,NA,11,"*",6,"*",NA,NA,NA,0,1,0,0,0,0,0.8,1.1,74.9
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-16,2023,4,16,106,8.7,24,2.7,24,NA,0,NA,0,9.7,24,8.3,24,13.9,22.1,15,"*",4,"*",NA,NA,NA,0,1,0,0,0,0,0.7,1.1,66
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-17,2023,4,17,107,6.1,24,-0.1,24,NA,0,NA,0,10,24,7.3,24,15.4,20.6,9,"*",4,"*",NA,NA,NA,0,1,0,0,0,0,0.6,0.9,64.5
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-18,2023,4,18,108,8.9,24,3.9,24,NA,0,NA,0,9.8,24,3,24,7.2,NA,13,"*",7,"*",NA,NA,NA,0,1,0,0,0,0,0.8,1.1,70.9
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-19,2023,4,19,109,10.4,24,3.6,24,NA,0,NA,0,10,24,4.6,24,11.3,17.5,15,"*",5,"*",0,"I",NA,0,0,0,0,0,0,0.8,1.3,62.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-20,2023,4,20,110,16.8,24,5.2,24,NA,0,NA,0,10,24,6.8,24,12.4,16.5,22,"*",11,"*",NA,NA,NA,0,1,0,0,0,0,0.9,1.9,46.3
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-21,2023,4,21,111,10.1,24,-5.7,24,NA,0,NA,0,8.9,24,8.5,24,12.9,18,16,"*",6,"*",NA,NA,NA,0,1,0,0,0,0,0.4,1.2,32.4
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-22,2023,4,22,112,8.1,24,-3.3,24,NA,0,NA,0,10,24,9.1,24,14.9,20.6,12,"*",5,"*",NA,NA,NA,0,1,0,0,0,0,0.5,1.1,44.4
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-23,2023,4,23,113,8.6,24,-5.6,24,NA,0,NA,0,10,24,8.6,24,14.9,23.2,14,"*",5,"*",NA,NA,NA,0,1,0,0,0,0,0.4,1.1,36.1
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-24,2023,4,24,114,7.7,24,-6.2,24,NA,0,NA,0,10,24,6.7,24,13.4,19,13,"*",4,"*",NA,NA,NA,0,1,0,0,0,0,0.4,1,36.7
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-25,2023,4,25,115,11.5,24,-3.7,24,NA,0,NA,0,10,24,5,24,9.8,15.4,16,"*",10,"*",NA,NA,NA,0,1,0,0,0,0,0.5,1.4,34.3
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-26,2023,4,26,116,11.2,24,6.1,24,NA,0,NA,0,10,24,7,24,11.3,16,16,"*",7,"*",NA,NA,NA,0,1,0,0,0,0,0.9,1.3,70.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-27,2023,4,27,117,11.6,24,-3.9,24,NA,0,NA,0,10,24,6.1,24,13.4,18.5,15,"*",6,"*",0,"I",NA,0,0,0,0,0,0,0.5,1.4,33.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-28,2023,4,28,118,12.7,24,3.3,24,NA,0,NA,0,10,24,2.9,24,5.1,NA,19,"*",6,"*",0,"I",NA,0,0,0,0,0,0,0.8,1.5,52.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-29,2023,4,29,119,12.6,24,8.8,24,NA,0,NA,0,6.8,24,2.5,24,5.1,NA,18,"*",9,"*",NA,NA,NA,1,1,0,0,0,0,1.1,1.5,77.7
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-04-30,2023,4,30,120,15.6,24,5.4,24,NA,0,NA,0,10,24,9,24,12.9,21.1,21,"*",12,"*",NA,NA,NA,0,1,0,0,0,0,0.9,1.8,50.7
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-01,2023,5,1,121,12.8,24,3.7,24,NA,0,NA,0,10,24,5.9,24,8.8,15.4,20,"*",8,"*",NA,NA,NA,0,1,0,0,0,0,0.8,1.5,53.9
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-02,2023,5,2,122,11.8,24,1.6,24,NA,0,NA,0,10,24,5.5,24,10.3,13.9,16,"*",7,"*",0,"I",NA,0,0,0,0,0,0,0.7,1.4,49.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-03,2023,5,3,123,16.1,24,-0.1,24,NA,0,NA,0,10,24,3.8,24,6.7,NA,21,"*",9,"*",0,"I",NA,0,0,0,0,0,0,0.6,1.8,33.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-04,2023,5,4,124,19.8,24,3.6,24,NA,0,NA,0,10,24,6.3,24,8.8,13.4,24,"*",16,"*",0,"I",NA,0,0,0,0,0,0,0.8,2.3,34.3
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-05,2023,5,5,125,16.8,24,10.1,24,NA,0,NA,0,7.9,24,3.6,24,8.2,NA,24,"*",12,"*",NA,NA,NA,0,1,0,0,0,0,1.2,1.9,64.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-06,2023,5,6,126,8.7,24,7.6,24,NA,0,NA,0,4.8,24,3.7,24,7.2,NA,13,"*",7,"*",NA,NA,NA,0,1,0,0,0,0,1,1.1,92.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-07,2023,5,7,127,7.6,24,3.9,24,NA,0,NA,0,9,24,4.9,24,7.7,NA,10,"*",5,"*",NA,NA,NA,0,1,0,0,0,0,0.8,1,77.4
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-08,2023,5,8,128,5.6,24,2.9,24,NA,0,NA,0,8.9,24,4,24,7.2,NA,11,"*",4,"*",NA,NA,NA,0,1,0,0,0,0,0.8,0.9,82.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-09,2023,5,9,129,14.2,24,1.8,24,NA,0,NA,0,10,24,4.2,24,9.8,14.4,20,"*",8,"*",NA,NA,NA,0,1,0,0,0,0,0.7,1.6,43
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-10,2023,5,10,130,10.1,24,1.9,24,NA,0,NA,0,10,24,3.1,24,10.8,14.9,17,"*",4,"*",NA,NA,NA,0,1,0,0,1,0,0.7,1.2,56.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-11,2023,5,11,131,8.7,24,3.3,24,NA,0,NA,0,10,24,2.9,24,6.7,NA,16,"*",2,"*",0,"I",NA,0,0,0,0,0,0,0.8,1.1,68.9
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-12,2023,5,12,132,9.9,24,4.1,24,NA,0,NA,0,10,24,2.9,24,6.2,NA,14,"*",3,"*",0,"I",NA,0,0,0,0,0,0,0.8,1.2,67.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-13,2023,5,13,133,10.9,24,7.1,24,NA,0,NA,0,7.7,24,2.6,24,5.7,NA,16,"*",7,"*",0,"I",NA,1,0,0,0,0,0,1,1.3,77.4
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-14,2023,5,14,134,14.6,24,10.3,24,NA,0,NA,0,9.5,24,3,24,5.1,NA,17,"*",13,"*",NA,NA,NA,0,1,0,0,0,0,1.3,1.7,75.4
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-15,2023,5,15,135,13.1,24,11.4,24,NA,0,NA,0,5.1,24,3.1,24,6.2,NA,17,"*",10,"*",NA,NA,NA,1,1,0,0,0,0,1.3,1.5,89.4
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-16,2023,5,16,136,12.5,22,10.7,22,NA,0,NA,0,5.1,22,2.8,22,5.7,NA,17,"*",9,"*",0,"I",NA,1,0,0,0,0,0,1.3,1.4,88.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-17,2023,5,17,137,15.7,24,10.7,24,NA,0,NA,0,9.8,24,2.8,24,9.3,14.4,23,"*",12,"*",0,"I",NA,0,0,0,0,0,0,1.3,1.8,72.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-18,2023,5,18,138,21.7,23,8.7,23,NA,0,NA,0,9.8,23,4.8,23,10.3,15.4,31,"*",13,"*",NA,NA,NA,0,1,0,0,0,0,1.1,2.6,43.4
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-19,2023,5,19,139,12.6,24,10.7,24,NA,0,NA,0,6,24,3,24,6.2,NA,16,"*",11,"*",NA,NA,NA,0,1,0,0,0,0,1.3,1.5,88.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-20,2023,5,20,140,12.6,24,10.4,24,NA,0,NA,0,9,24,4.2,24,6.2,NA,14,"*",12,"*",NA,NA,NA,0,1,0,0,0,0,1.3,1.5,86.5
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-21,2023,5,21,141,15.9,24,11.6,24,NA,0,NA,0,10,24,3,24,7.2,12.9,19,"*",13,"*",NA,NA,NA,0,1,0,0,0,0,1.4,1.8,75.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-22,2023,5,22,142,15.4,24,7.6,24,NA,0,NA,0,7.4,24,4.3,24,6.7,NA,21,"*",11,"*",NA,NA,NA,0,1,0,0,0,0,1,1.7,59.7
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-23,2023,5,23,143,10.3,24,6.1,24,NA,0,NA,0,10,24,3.5,24,6.7,NA,12,"*",9,"*",NA,NA,NA,0,1,0,0,0,0,0.9,1.3,75.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-24,2023,5,24,144,14.1,23,5.2,23,NA,0,NA,0,10,23,4.1,23,6.7,NA,20,"*",10,"*",0,"I",NA,0,0,0,0,0,0,0.9,1.6,55
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-25,2023,5,25,145,17.9,23,5.2,23,NA,0,NA,0,10,23,3,23,5.1,NA,23,"*",13,"*",0,"I",NA,0,0,0,0,0,0,0.9,2,43.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-26,2023,5,26,146,17.8,24,10.9,24,NA,0,NA,0,10,24,3,24,7.7,NA,24,"*",15,"*",NA,NA,NA,0,1,0,0,0,0,1.3,2,64
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-27,2023,5,27,147,18.9,24,11.9,24,NA,0,NA,0,10,24,2.5,24,6.7,NA,24,"*",15,"*",0,"I",NA,0,0,0,0,0,0,1.4,2.2,63.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-28,2023,5,28,148,18.4,24,14.6,24,NA,0,NA,0,9.8,24,3.3,24,7.2,NA,21,"*",16,"*",NA,NA,NA,0,1,0,0,0,0,1.7,2.1,78.5
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-29,2023,5,29,149,16.9,24,12.2,24,NA,0,NA,0,10,24,3.2,24,5.7,8.8,22,"*",12,"*",NA,NA,NA,0,1,0,0,0,0,1.4,1.9,73.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-30,2023,5,30,150,14.9,24,7.1,24,NA,0,NA,0,10,24,4.6,24,8.2,NA,20,"*",11,"*",0,"I",NA,0,0,0,0,0,0,1,1.7,59.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-05-31,2023,5,31,151,16.7,24,5.7,24,NA,0,NA,0,10,24,4.6,24,8.8,12.9,23,"*",11,"*",0,"I",NA,0,0,0,0,0,0,0.9,1.9,48.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-01,2023,6,1,152,20.6,24,8.4,24,NA,0,NA,0,10,24,4.5,24,8.8,12.9,25,"*",18,"*",NA,NA,NA,0,1,0,0,0,0,1.1,2.4,45.5
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-02,2023,6,2,153,17.1,24,14.7,24,NA,0,NA,0,7.4,24,2.3,24,5.1,NA,20,"*",15,"*",NA,NA,NA,1,1,0,0,0,0,1.7,1.9,85.8
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-03,2023,6,3,154,15.4,24,9.8,24,NA,0,NA,0,10,24,4.5,24,11.8,16.5,20,"*",10,"*",NA,NA,NA,0,1,0,0,0,0,1.2,1.7,69.3
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-04,2023,6,4,155,17.9,24,7.7,24,NA,0,NA,0,10,24,5.9,24,12.9,18,23,"*",12,"*",NA,NA,NA,0,1,0,0,0,0,1,2,51.3
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-05,2023,6,5,156,20.3,24,5.7,24,NA,0,NA,0,10,24,5.8,24,8.8,14.9,25,"*",16,"*",0,"I",NA,0,0,0,0,0,0,0.9,2.4,38.5
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-06,2023,6,6,157,19.3,24,10.1,24,NA,0,NA,0,10,24,4,24,7.7,12.9,28,"*",15,"*",NA,NA,NA,0,1,0,0,0,0,1.2,2.2,55.2
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-07,2023,6,7,158,17.3,24,13.9,24,NA,0,NA,0,8,24,2.2,24,5.7,NA,22,"*",13,"*",NA,NA,NA,0,1,0,0,1,0,1.6,2,80.4
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-08,2023,6,8,159,17.9,23,14.8,23,NA,0,NA,0,8,23,4.1,23,8.2,12.4,21,"*",15,"*",NA,NA,NA,0,1,0,0,0,0,1.7,2,82.1
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-09,2023,6,9,160,15.7,24,14.4,24,NA,0,NA,0,5.5,24,6,24,8.8,NA,18,"*",15,"*",NA,NA,NA,0,1,0,0,0,0,1.6,1.8,92
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-10,2023,6,10,161,15.9,24,14.2,24,NA,0,NA,0,4.2,24,3,24,5.7,NA,19,"*",14,"*",NA,NA,NA,1,1,0,0,0,0,1.6,1.8,89.6
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-11,2023,6,11,162,15.8,24,14.9,24,NA,0,NA,0,2.6,24,2.7,24,5.1,NA,17,"*",15,"*",NA,NA,NA,1,1,0,0,0,0,1.7,1.8,94.4
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-12,2023,6,12,163,16.8,24,15.5,24,NA,0,NA,0,3.9,24,4.5,24,7.2,NA,19,"*",15,"*",NA,NA,NA,1,1,0,0,0,0,1.8,1.9,92
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-13,2023,6,13,164,16.2,24,15.4,24,NA,0,NA,0,2.7,24,2.1,24,4.6,NA,20,"*",15,"*",NA,NA,NA,1,1,0,0,0,0,1.7,1.8,95
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-14,2023,6,14,165,18.2,24,16.2,24,NA,0,NA,0,5,24,2.9,24,5.7,NA,22,"*",16,"*",NA,NA,NA,1,1,0,0,0,0,1.8,2.1,88.1
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-15,2023,6,15,166,17.6,20,16.5,20,NA,0,NA,0,4.3,20,2.5,20,4.1,NA,21,"*",16,"*",NA,NA,NA,0,1,0,0,0,0,1.9,2,93.3
"475800-44402","MISAWA NAVAL AIR STATION","JA","JAPAN","JP","JPN","",40.703,141.368,36.3,20050101,20240909,2023-06-16,2023,6,16,167,17.9,24,15.6,24,NA,0,NA,0,8.5,24,2.9,24,7.7,13.4,24,"*",15,"*",NA,NA,NA,0,1,0,0,0,0,1.8,2,86.4
